None of PyTorch, TensorFlow >= 2.0, or Flax have been found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
Trie constructed
shortlist size: 100
Word counts size: 5459833
Token set size: 0
Empty token set size selected -> all possible substrings with...
Max token size: 60
Min. word count: 1
Final candidate token set size: 130927124
Initial setup phase: 464657 ms
1. |Ġ [c4 a0 ] | 70904806  | 44289 ms | 80262 ms | num. checks: 130927124
2160. |Ġ지휘 [c4 a0 ec a7 80 ed 9c 98 ] | 18676  | 1 ms | 9 ms | num. checks: 31
2161. |30 [33 30 ] | 18673  | 0 ms | 2 ms | num. checks: 0
2162. |Ġ되고 [c4 a0 eb 90 98 ea b3 a0 ] | 18669  | 0 ms | 1 ms | num. checks: 50
2163. |Ġ올랐다 [c4 a0 ec 98 ac eb 9e 90 eb 8b a4 ] | 18668  | 0 ms | 0 ms | num. checks: 0
2164. |Ġ즐 [c4 a0 ec a6 90 ] | 18658  | 2 ms | 6 ms | num. checks: 100
2165. |Ġ경찰 [c4 a0 ea b2 bd ec b0 b0 ] | 18652  | 3 ms | 14 ms | num. checks: 65
2166. |Ġ이것은 [c4 a0 ec 9d b4 ea b2 83 ec 9d 80 ] | 18646  | 0 ms | 0 ms | num. checks: 0
2167. |Ġ탑 [c4 a0 ed 83 91 ] | 18644  | 2 ms | 11 ms | num. checks: 73
2168. |Ġ받은 [c4 a0 eb b0 9b ec 9d 80 ] | 18638  | 0 ms | 0 ms | num. checks: 0
2169. |Ġ있다는 [c4 a0 ec 9e 88 eb 8b a4 eb 8a 94 ] | 18636  | 0 ms | 0 ms | num. checks: 0
2170. |트를 [ed 8a b8 eb a5 bc ] | 18623  | 9 ms | 32 ms | num. checks: 200
2171. |학과 [ed 95 99 ea b3 bc ] | 18573  | 14 ms | 55 ms | num. checks: 300
2172. |Ġ� [c4 a0 eb 9d ] | 18566  | 1 ms | 11 ms | num. checks: 7
2173. |Ġ이적 [c4 a0 ec 9d b4 ec a0 81 ] | 18566  | 0 ms | 3 ms | num. checks: 0
2174. |닌 [eb 8b 8c ] | 18565  | 2 ms | 25 ms | num. checks: 100
2175. |르게 [eb a5 b4 ea b2 8c ] | 18550  | 2 ms | 9 ms | num. checks: 100
2176. |Ġ1990 [c4 a0 31 39 39 30 ] | 18537  | 2 ms | 2 ms | num. checks: 100
2177. |od [6f 64 ] | 18518  | 4 ms | 25 ms | num. checks: 100
2178. |걸 [ea b1 b8 ] | 18512  | 4 ms | 28 ms | num. checks: 100
2179. |Ġ슬 [c4 a0 ec 8a ac ] | 18507  | 0 ms | 21 ms | num. checks: 0
2180. |째 [ec a7 b8 ] | 18497  | 4 ms | 12 ms | num. checks: 100
2181. |Ġ나폴레옹 [c4 a0 eb 82 98 ed 8f b4 eb a0 88 ec 98 b9 ] | 18492  | 3 ms | 4 ms | num. checks: 100
2182. |있는 [ec 9e 88 eb 8a 94 ] | 18488  | 0 ms | 18 ms | num. checks: 0
2183. |� [e5 88 ] | 18454  | 9 ms | 110 ms | num. checks: 200
2184. |뜨 [eb 9c a8 ] | 18442  | 5 ms | 19 ms | num. checks: 100
2185. |ut [75 74 ] | 18432  | 0 ms | 25 ms | num. checks: 0
2186. |Ġ경상북도 [c4 a0 ea b2 bd ec 83 81 eb b6 81 eb 8f 84 ] | 18432  | 3 ms | 5 ms | num. checks: 100
2187. |Ġ피해 [c4 a0 ed 94 bc ed 95 b4 ] | 18430  | 0 ms | 5 ms | num. checks: 0
2188. |Ġ확인 [c4 a0 ed 99 95 ec 9d b8 ] | 18371  | 8 ms | 13 ms | num. checks: 400
2189. |위로 [ec 9c 84 eb a1 9c ] | 18370  | 0 ms | 7 ms | num. checks: 0
2190. |Ġ환경 [c4 a0 ed 99 98 ea b2 bd ] | 18355  | 2 ms | 19 ms | num. checks: 100
2191. |Ġ이슬람 [c4 a0 ec 9d b4 ec 8a ac eb 9e 8c ] | 18354  | 0 ms | 5 ms | num. checks: 0
2192. |Ġ다이 [c4 a0 eb 8b a4 ec 9d b4 ] | 18336  | 6 ms | 37 ms | num. checks: 200
2193. |Ġ죄 [c4 a0 ec a3 84 ] | 18330  | 0 ms | 3 ms | num. checks: 0
2194. |리와 [eb a6 ac ec 99 80 ] | 18302  | 10 ms | 39 ms | num. checks: 297
2195. |Ġ지지 [c4 a0 ec a7 80 ec a7 80 ] | 18291  | 0 ms | 8 ms | num. checks: 0
2196. |Ġ� [c4 a0 ed 85 ] | 18287  | 4 ms | 29 ms | num. checks: 100
2197. |Ġ받았 [c4 a0 eb b0 9b ec 95 98 ] | 18277  | 2 ms | 3 ms | num. checks: 100
2198. |어가 [ec 96 b4 ea b0 80 ] | 18265  | 5 ms | 28 ms | num. checks: 100
2199. |Ġ규모 [c4 a0 ea b7 9c eb aa a8 ] | 18254  | 5 ms | 7 ms | num. checks: 100
2200. |명은 [eb aa 85 ec 9d 80 ] | 18245  | 0 ms | 5 ms | num. checks: 0
2201. |Ġ40 [c4 a0 34 30 ] | 18241  | 1 ms | 1 ms | num. checks: 50
2202. |폐 [ed 8f 90 ] | 18236  | 0 ms | 40 ms | num. checks: 0
2203. |Ġ보내 [c4 a0 eb b3 b4 eb 82 b4 ] | 18232  | 2 ms | 5 ms | num. checks: 100
2204. |Ġ교황 [c4 a0 ea b5 90 ed 99 a9 ] | 18209  | 4 ms | 9 ms | num. checks: 200
2205. |Ġ넓 [c4 a0 eb 84 93 ] | 18202  | 0 ms | 4 ms | num. checks: 0
2206. |Ġ선정 [c4 a0 ec 84 a0 ec a0 95 ] | 18201  | 0 ms | 4 ms | num. checks: 0
2207. |Ġ31 [c4 a0 33 31 ] | 18180  | 6 ms | 6 ms | num. checks: 200
2208. |Ġ부산 [c4 a0 eb b6 80 ec 82 b0 ] | 18175  | 3 ms | 40 ms | num. checks: 21
2209. |Ġ분야 [c4 a0 eb b6 84 ec 95 bc ] | 18175  | 0 ms | 1 ms | num. checks: 0
2210. |Ġ역임 [c4 a0 ec 97 ad ec 9e 84 ] | 18174  | 0 ms | 1 ms | num. checks: 0
2211. |Ġ흔 [c4 a0 ed 9d 94 ] | 18167  | 1 ms | 5 ms | num. checks: 100
2212. |의를 [ec 9d 98 eb a5 bc ] | 18141  | 7 ms | 12 ms | num. checks: 200
2213. |무를 [eb ac b4 eb a5 bc ] | 18128  | 5 ms | 17 ms | num. checks: 100
2214. |� [e5 ba ] | 18070  | 16 ms | 100 ms | num. checks: 400
2215. |Ġ그를 [c4 a0 ea b7 b8 eb a5 bc ] | 18069  | 0 ms | 0 ms | num. checks: 0
2216. |구의 [ea b5 ac ec 9d 98 ] | 18032  | 13 ms | 36 ms | num. checks: 300
2217. |Ġ없이 [c4 a0 ec 97 86 ec 9d b4 ] | 18017  | 5 ms | 5 ms | num. checks: 149
2218. |Ġ득 [c4 a0 eb 93 9d ] | 18014  | 4 ms | 11 ms | num. checks: 100
2219. |Ġ� [c4 a0 eb 91 ] | 18003  | 0 ms | 12 ms | num. checks: 0
2220. |Ġ전국 [c4 a0 ec a0 84 ea b5 ad ] | 17978  | 6 ms | 49 ms | num. checks: 200
2221. |춘 [ec b6 98 ] | 17965  | 12 ms | 40 ms | num. checks: 100
2222. |Ġ차량 [c4 a0 ec b0 a8 eb 9f 89 ] | 17960  | 4 ms | 10 ms | num. checks: 100
2223. |Ġ대부분의 [c4 a0 eb 8c 80 eb b6 80 eb b6 84 ec 9d 98 ] | 17958  | 0 ms | 0 ms | num. checks: 0
2224. |Ġd [c4 a0 64 ] | 17952  | 0 ms | 13 ms | num. checks: 0
2225. |즘 [ec a6 98 ] | 17931  | 10 ms | 41 ms | num. checks: 200
2226. |Ġ건축 [c4 a0 ea b1 b4 ec b6 95 ] | 17922  | 2 ms | 16 ms | num. checks: 100
2227. |Ġ샤 [c4 a0 ec 83 a4 ] | 17904  | 5 ms | 37 ms | num. checks: 100
2228. |Ġ뒷 [c4 a0 eb 92 b7 ] | 17900  | 0 ms | 7 ms | num. checks: 0
2229. |둥 [eb 91 a5 ] | 17880  | 10 ms | 37 ms | num. checks: 200
2230. |Ġ소설 [c4 a0 ec 86 8c ec 84 a4 ] | 17869  | 1 ms | 4 ms | num. checks: 100
2231. |Ġ몽골 [c4 a0 eb aa bd ea b3 a8 ] | 17852  | 4 ms | 8 ms | num. checks: 100
2232. |Ġ맥 [c4 a0 eb a7 a5 ] | 17851  | 0 ms | 23 ms | num. checks: 0
2233. |�� [b4 84 ] | 17846  | 4 ms | 29 ms | num. checks: 19
2234. |Ġ중심으로 [c4 a0 ec a4 91 ec 8b ac ec 9c bc eb a1 9c ] | 17844  | 0 ms | 0 ms | num. checks: 0
2235. |허 [ed 97 88 ] | 17824  | 10 ms | 60 ms | num. checks: 200
2236. |Ġ웨 [c4 a0 ec 9b a8 ] | 17823  | 3 ms | 29 ms | num. checks: 100
2237. |� [e4 bd ] | 17788  | 8 ms | 106 ms | num. checks: 200
2238. |Ġ반응 [c4 a0 eb b0 98 ec 9d 91 ] | 17786  | 0 ms | 5 ms | num. checks: 0
2239. |Ġ개념 [c4 a0 ea b0 9c eb 85 90 ] | 17778  | 2 ms | 5 ms | num. checks: 100
2240. |메달을 [eb a9 94 eb 8b ac ec 9d 84 ] | 17768  | 7 ms | 7 ms | num. checks: 100
2241. |Ġ상당 [c4 a0 ec 83 81 eb 8b b9 ] | 17751  | 9 ms | 11 ms | num. checks: 100
2242. |em [65 6d ] | 17750  | 0 ms | 24 ms | num. checks: 0
2243. |Ġ통합 [c4 a0 ed 86 b5 ed 95 a9 ] | 17738  | 6 ms | 21 ms | num. checks: 200
2244. |체가 [ec b2 b4 ea b0 80 ] | 17733  | 3 ms | 15 ms | num. checks: 100
2245. |Ġ우주 [c4 a0 ec 9a b0 ec a3 bc ] | 17726  | 11 ms | 29 ms | num. checks: 100
2246. |쳤다 [ec b3 a4 eb 8b a4 ] | 17714  | 0 ms | 1 ms | num. checks: 0
2247. |Ġ크로아티아 [c4 a0 ed 81 ac eb a1 9c ec 95 84 ed 8b b0 ec 95 84 ] | 17712  | 0 ms | 1 ms | num. checks: 0
2248. |연구 [ec 97 b0 ea b5 ac ] | 17705  | 11 ms | 188 ms | num. checks: 100
2249. |적은 [ec a0 81 ec 9d 80 ] | 17704  | 0 ms | 4 ms | num. checks: 0
2250. |스코 [ec 8a a4 ec bd 94 ] | 17685  | 5 ms | 44 ms | num. checks: 100
2251. |Ġ스코틀랜드 [c4 a0 ec 8a a4 ec bd 94 ed 8b 80 eb 9e 9c eb 93 9c ] | 17679  | 6 ms | 8 ms | num. checks: 100
2252. |겠다 [ea b2 a0 eb 8b a4 ] | 17672  | 0 ms | 47 ms | num. checks: 0
2253. |하거나 [ed 95 98 ea b1 b0 eb 82 98 ] | 17667  | 5 ms | 37 ms | num. checks: 100
2254. |리로 [eb a6 ac eb a1 9c ] | 17658  | 0 ms | 19 ms | num. checks: 0
2255. |경기 [ea b2 bd ea b8 b0 ] | 17656  | 3 ms | 32 ms | num. checks: 100
2256. |드로 [eb 93 9c eb a1 9c ] | 17641  | 4 ms | 32 ms | num. checks: 100
2257. |트의 [ed 8a b8 ec 9d 98 ] | 17640  | 0 ms | 27 ms | num. checks: 0
2258. |Ġ최대 [c4 a0 ec b5 9c eb 8c 80 ] | 17639  | 0 ms | 7 ms | num. checks: 0
2259. |Ġ사랑 [c4 a0 ec 82 ac eb 9e 91 ] | 17626  | 4 ms | 11 ms | num. checks: 100
2260. |Ġ밖 [c4 a0 eb b0 96 ] | 17612  | 3 ms | 4 ms | num. checks: 100
2261. |Ġ어린 [c4 a0 ec 96 b4 eb a6 b0 ] | 17610  | 8 ms | 16 ms | num. checks: 100
2262. |윤 [ec 9c a4 ] | 17600  | 0 ms | 42 ms | num. checks: 0
2263. |Ġ곧 [c4 a0 ea b3 a7 ] | 17589  | 7 ms | 8 ms | num. checks: 100
2264. |)· [29 c2 b7 ] | 17556  | 6 ms | 6 ms | num. checks: 285
2265. |르고 [eb a5 b4 ea b3 a0 ] | 17555  | 1 ms | 13 ms | num. checks: 100
2266. |Ġ열차 [c4 a0 ec 97 b4 ec b0 a8 ] | 17546  | 0 ms | 3 ms | num. checks: 0
2267. |가와 [ea b0 80 ec 99 80 ] | 17523  | 6 ms | 36 ms | num. checks: 300
2268. |Ġ무렵 [c4 a0 eb ac b4 eb a0 b5 ] | 17518  | 0 ms | 0 ms | num. checks: 0
2269. |Ġ방향 [c4 a0 eb b0 a9 ed 96 a5 ] | 17515  | 0 ms | 2 ms | num. checks: 0
2270. |Ġ동일 [c4 a0 eb 8f 99 ec 9d bc ] | 17507  | 2 ms | 10 ms | num. checks: 100
2271. |Ġ임진왜란 [c4 a0 ec 9e 84 ec a7 84 ec 99 9c eb 9e 80 ] | 17504  | 0 ms | 0 ms | num. checks: 0
2272. |Ġ대체 [c4 a0 eb 8c 80 ec b2 b4 ] | 17497  | 2 ms | 10 ms | num. checks: 100
2273. |Ġ자기 [c4 a0 ec 9e 90 ea b8 b0 ] | 17485  | 4 ms | 26 ms | num. checks: 100
2274. |Ġ이상의 [c4 a0 ec 9d b4 ec 83 81 ec 9d 98 ] | 17475  | 1 ms | 1 ms | num. checks: 27
2275. |검 [ea b2 80 ] | 17466  | 6 ms | 76 ms | num. checks: 100
2276. |년의 [eb 85 84 ec 9d 98 ] | 17457  | 2 ms | 5 ms | num. checks: 100
2277. |Ġ실패 [c4 a0 ec 8b a4 ed 8c a8 ] | 17454  | 0 ms | 3 ms | num. checks: 0
2278. |Ġ종류 [c4 a0 ec a2 85 eb a5 98 ] | 17425  | 14 ms | 15 ms | num. checks: 300
2279. |Ġ이뤄 [c4 a0 ec 9d b4 eb a4 84 ] | 17424  | 0 ms | 1 ms | num. checks: 0
2280. |스에 [ec 8a a4 ec 97 90 ] | 17420  | 0 ms | 48 ms | num. checks: 0
2281. |Ġ착 [c4 a0 ec b0 a9 ] | 17414  | 4 ms | 20 ms | num. checks: 100
2282. |원에 [ec 9b 90 ec 97 90 ] | 17408  | 0 ms | 27 ms | num. checks: 0
2283. |도에 [eb 8f 84 ec 97 90 ] | 17406  | 3 ms | 21 ms | num. checks: 100
2284. |Ġ언급 [c4 a0 ec 96 b8 ea b8 89 ] | 17397  | 0 ms | 3 ms | num. checks: 0
2285. |Ġ홍콩 [c4 a0 ed 99 8d ec bd a9 ] | 17380  | 12 ms | 19 ms | num. checks: 200
2286. |Ġ염 [c4 a0 ec 97 bc ] | 17338  | 17 ms | 38 ms | num. checks: 300
2287. |la [6c 61 ] | 17319  | 13 ms | 43 ms | num. checks: 200
2288. |Ġ이루 [c4 a0 ec 9d b4 eb a3 a8 ] | 17314  | 0 ms | 2 ms | num. checks: 0
2289. |ir [69 72 ] | 17289  | 11 ms | 35 ms | num. checks: 200
2290. |Ġ젊은 [c4 a0 ec a0 8a ec 9d 80 ] | 17286  | 2 ms | 3 ms | num. checks: 100
2291. |닝 [eb 8b 9d ] | 17259  | 7 ms | 29 ms | num. checks: 200
2292. |기관 [ea b8 b0 ea b4 80 ] | 17252  | 0 ms | 75 ms | num. checks: 0
2293. |켓 [ec bc 93 ] | 17236  | 3 ms | 25 ms | num. checks: 100
2294. |Ġb [c4 a0 62 ] | 17207  | 8 ms | 21 ms | num. checks: 300
2295. |Ġ포지션은 [c4 a0 ed 8f ac ec a7 80 ec 85 98 ec 9d 80 ] | 17205  | 0 ms | 0 ms | num. checks: 0
2296. |샤 [ec 83 a4 ] | 17183  | 27 ms | 76 ms | num. checks: 200
2297. |Ġ자신이 [c4 a0 ec 9e 90 ec 8b a0 ec 9d b4 ] | 17168  | 2 ms | 2 ms | num. checks: 107
2298. |Ġ있지만 [c4 a0 ec 9e 88 ec a7 80 eb a7 8c ] | 17166  | 2 ms | 2 ms | num. checks: 100
2299. |Ġ숙 [c4 a0 ec 88 99 ] | 17124  | 15 ms | 34 ms | num. checks: 300
2300. |세는 [ec 84 b8 eb 8a 94 ] | 17123  | 0 ms | 3 ms | num. checks: 0
2301. |Ġ연주 [c4 a0 ec 97 b0 ec a3 bc ] | 17108  | 5 ms | 13 ms | num. checks: 82
2302. |셔 [ec 85 94 ] | 17101  | 4 ms | 40 ms | num. checks: 100
2303. |트는 [ed 8a b8 eb 8a 94 ] | 17101  | 2 ms | 30 ms | num. checks: 1
2304. |했다고 [ed 96 88 eb 8b a4 ea b3 a0 ] | 17097  | 0 ms | 28 ms | num. checks: 0
2305. |Ġ담당 [c4 a0 eb 8b b4 eb 8b b9 ] | 17091  | 4 ms | 10 ms | num. checks: 100
2306. |단을 [eb 8b a8 ec 9d 84 ] | 17087  | 0 ms | 22 ms | num. checks: 0
2307. |Ġ2001 [c4 a0 32 30 30 31 ] | 17079  | 0 ms | 0 ms | num. checks: 62
2308. |Ġ붕괴 [c4 a0 eb b6 95 ea b4 b4 ] | 17062  | 3 ms | 7 ms | num. checks: 132
2309. |Ġ/ [c4 a0 2f ] | 17061  | 0 ms | 0 ms | num. checks: 0
2310. |호를 [ed 98 b8 eb a5 bc ] | 17050  | 4 ms | 15 ms | num. checks: 102
2311. |콜 [ec bd 9c ] | 17046  | 4 ms | 40 ms | num. checks: 100
2312. |Ġ받고 [c4 a0 eb b0 9b ea b3 a0 ] | 17045  | 0 ms | 0 ms | num. checks: 0
2313. |롤 [eb a1 a4 ] | 17038  | 3 ms | 34 ms | num. checks: 100
2314. |이션 [ec 9d b4 ec 85 98 ] | 17021  | 5 ms | 42 ms | num. checks: 100
2315. |했는데 [ed 96 88 eb 8a 94 eb 8d b0 ] | 17005  | 7 ms | 30 ms | num. checks: 200
2316. |사와 [ec 82 ac ec 99 80 ] | 17001  | 0 ms | 33 ms | num. checks: 0
2317. |곤 [ea b3 a4 ] | 16992  | 6 ms | 40 ms | num. checks: 100
2318. |Ġ올라 [c4 a0 ec 98 ac eb 9d bc ] | 16935  | 19 ms | 24 ms | num. checks: 500
2319. |폰 [ed 8f b0 ] | 16933  | 0 ms | 25 ms | num. checks: 0
2320. |Ġ풀 [c4 a0 ed 92 80 ] | 16910  | 4 ms | 18 ms | num. checks: 200
2321. |Ġ어느 [c4 a0 ec 96 b4 eb 8a 90 ] | 16898  | 1 ms | 3 ms | num. checks: 100
2322. |Ġ이런 [c4 a0 ec 9d b4 eb 9f b0 ] | 16894  | 0 ms | 0 ms | num. checks: 0
2323. |자들은 [ec 9e 90 eb 93 a4 ec 9d 80 ] | 16879  | 2 ms | 20 ms | num. checks: 112
2324. |묘 [eb ac 98 ] | 16868  | 5 ms | 48 ms | num. checks: 100
2325. |카이 [ec b9 b4 ec 9d b4 ] | 16849  | 4 ms | 38 ms | num. checks: 200
2326. |法 [e6 b3 95 ] | 16844  | 5 ms | 42 ms | num. checks: 73
2327. |킬 [ed 82 ac ] | 16839  | 0 ms | 22 ms | num. checks: 0
2328. |Ġ태어났다 [c4 a0 ed 83 9c ec 96 b4 eb 82 ac eb 8b a4 ] | 16837  | 0 ms | 0 ms | num. checks: 0
2329. |Ġ늘어 [c4 a0 eb 8a 98 ec 96 b4 ] | 16818  | 11 ms | 14 ms | num. checks: 195
2330. |Ġ되었고 [c4 a0 eb 90 98 ec 97 88 ea b3 a0 ] | 16810  | 3 ms | 3 ms | num. checks: 100
2331. |Ġ선택 [c4 a0 ec 84 a0 ed 83 9d ] | 16803  | 2 ms | 10 ms | num. checks: 100
2332. |그룹 [ea b7 b8 eb a3 b9 ] | 16774  | 13 ms | 42 ms | num. checks: 300
2333. |op [6f 70 ] | 16760  | 0 ms | 30 ms | num. checks: 0
2334. |Ġ교회 [c4 a0 ea b5 90 ed 9a 8c ] | 16760  | 0 ms | 8 ms | num. checks: 0
2335. |휴 [ed 9c b4 ] | 16758  | 3 ms | 26 ms | num. checks: 100
2336. |Ġ승강 [c4 a0 ec 8a b9 ea b0 95 ] | 16756  | 0 ms | 2 ms | num. checks: 0
2337. |Ġ태양 [c4 a0 ed 83 9c ec 96 91 ] | 16747  | 2 ms | 9 ms | num. checks: 100
2338. |딩 [eb 94 a9 ] | 16739  | 5 ms | 40 ms | num. checks: 100
2339. |컵 [ec bb b5 ] | 16739  | 0 ms | 20 ms | num. checks: 0
2340. |Ġ평균 [c4 a0 ed 8f 89 ea b7 a0 ] | 16728  | 1 ms | 9 ms | num. checks: 100
2341. |Ġ세포 [c4 a0 ec 84 b8 ed 8f ac ] | 16710  | 5 ms | 16 ms | num. checks: 100
2342. |쇄 [ec 87 84 ] | 16706  | 0 ms | 28 ms | num. checks: 0
2343. |Ġ사고 [c4 a0 ec 82 ac ea b3 a0 ] | 16697  | 3 ms | 8 ms | num. checks: 100
2344. |꽃 [ea bd 83 ] | 16696  | 0 ms | 20 ms | num. checks: 0
2345. |켰 [ec bc b0 ] | 16683  | 5 ms | 35 ms | num. checks: 200
2346. |기와 [ea b8 b0 ec 99 80 ] | 16671  | 4 ms | 28 ms | num. checks: 100
2347. |제는 [ec a0 9c eb 8a 94 ] | 16659  | 5 ms | 23 ms | num. checks: 100
2348. |쪽에 [ec aa bd ec 97 90 ] | 16644  | 5 ms | 7 ms | num. checks: 100
2349. |� [e3 82 ] | 16601  | 18 ms | 160 ms | num. checks: 400
2350. |李 [e6 9d 8e ] | 16598  | 6 ms | 42 ms | num. checks: 100
2351. |� [eb 88 ] | 16585  | 0 ms | 26 ms | num. checks: 0
2352. |Ġ관심을 [c4 a0 ea b4 80 ec 8b ac ec 9d 84 ] | 16580  | 3 ms | 3 ms | num. checks: 100
2353. |BC [42 43 ] | 16570  | 2 ms | 8 ms | num. checks: 100
2354. |움을 [ec 9b 80 ec 9d 84 ] | 16570  | 0 ms | 3 ms | num. checks: 0
2355. |드를 [eb 93 9c eb a5 bc ] | 16541  | 6 ms | 28 ms | num. checks: 200
2356. |쇼 [ec 87 bc ] | 16536  | 6 ms | 46 ms | num. checks: 100
2357. |Ġ최종 [c4 a0 ec b5 9c ec a2 85 ] | 16515  | 5 ms | 16 ms | num. checks: 200
2358. |Ġ기념 [c4 a0 ea b8 b0 eb 85 90 ] | 16508  | 5 ms | 14 ms | num. checks: 100
2359. |ter [74 65 72 ] | 16507  | 0 ms | 23 ms | num. checks: 0
2360. |성과 [ec 84 b1 ea b3 bc ] | 16503  | 0 ms | 22 ms | num. checks: 0
2361. |Ġ부족 [c4 a0 eb b6 80 ec a1 b1 ] | 16487  | 6 ms | 12 ms | num. checks: 200
2362. |Ġ조사 [c4 a0 ec a1 b0 ec 82 ac ] | 16483  | 0 ms | 9 ms | num. checks: 0
2363. |Ġ갑 [c4 a0 ea b0 91 ] | 16473  | 4 ms | 15 ms | num. checks: 100
2364. |Ġ교통 [c4 a0 ea b5 90 ed 86 b5 ] | 16469  | 4 ms | 16 ms | num. checks: 100
2365. |드의 [eb 93 9c ec 9d 98 ] | 16467  | 2 ms | 27 ms | num. checks: 1
2366. |平 [e5 b9 b3 ] | 16460  | 0 ms | 31 ms | num. checks: 0
2367. |룬 [eb a3 ac ] | 16459  | 5 ms | 17 ms | num. checks: 100
2368. |콘 [ec bd 98 ] | 16452  | 0 ms | 41 ms | num. checks: 0
2369. |얀 [ec 96 80 ] | 16444  | 4 ms | 16 ms | num. checks: 100
2370. |Ġ낙 [c4 a0 eb 82 99 ] | 16442  | 0 ms | 25 ms | num. checks: 0
2371. |Ġ겨울 [c4 a0 ea b2 a8 ec 9a b8 ] | 16420  | 5 ms | 9 ms | num. checks: 200
2372. |Ġ강력한 [c4 a0 ea b0 95 eb a0 a5 ed 95 9c ] | 16406  | 10 ms | 11 ms | num. checks: 200
2373. |호로 [ed 98 b8 eb a1 9c ] | 16395  | 5 ms | 11 ms | num. checks: 100
2374. |Ġ사상 [c4 a0 ec 82 ac ec 83 81 ] | 16392  | 0 ms | 6 ms | num. checks: 0
2375. |Ġ활동을 [c4 a0 ed 99 9c eb 8f 99 ec 9d 84 ] | 16382  | 2 ms | 2 ms | num. checks: 100
2376. |Ġ에너지 [c4 a0 ec 97 90 eb 84 88 ec a7 80 ] | 16380  | 0 ms | 6 ms | num. checks: 0
2377. |Ġ없었다 [c4 a0 ec 97 86 ec 97 88 eb 8b a4 ] | 16363  | 4 ms | 4 ms | num. checks: 200
2378. |Ġ단백질 [c4 a0 eb 8b a8 eb b0 b1 ec a7 88 ] | 16354  | 4 ms | 7 ms | num. checks: 100
2379. |Ġ중화민국 [c4 a0 ec a4 91 ed 99 94 eb af bc ea b5 ad ] | 16329  | 8 ms | 9 ms | num. checks: 300
2380. |밖에 [eb b0 96 ec 97 90 ] | 16326  | 0 ms | 10 ms | num. checks: 0
2381. |Ġ수록 [c4 a0 ec 88 98 eb a1 9d ] | 16326  | 0 ms | 2 ms | num. checks: 0
2382. |Ġ알렉산 [c4 a0 ec 95 8c eb a0 89 ec 82 b0 ] | 16304  | 5 ms | 9 ms | num. checks: 200
2383. |ag [61 67 ] | 16299  | 4 ms | 29 ms | num. checks: 26
2384. |부가 [eb b6 80 ea b0 80 ] | 16296  | 0 ms | 26 ms | num. checks: 0
2385. |Ġ두고 [c4 a0 eb 91 90 ea b3 a0 ] | 16281  | 4 ms | 4 ms | num. checks: 200
2386. |이로 [ec 9d b4 eb a1 9c ] | 16271  | 3 ms | 25 ms | num. checks: 100
2387. |書 [e6 9b b8 ] | 16270  | 0 ms | 35 ms | num. checks: 0
2388. |어의 [ec 96 b4 ec 9d 98 ] | 16240  | 6 ms | 26 ms | num. checks: 300
2389. |Ġ효과 [c4 a0 ed 9a a8 ea b3 bc ] | 16236  | 3 ms | 5 ms | num. checks: 100
2390. |튜 [ed 8a 9c ] | 16176  | 14 ms | 26 ms | num. checks: 500
2391. |다고 [eb 8b a4 ea b3 a0 ] | 16172  | 3 ms | 19 ms | num. checks: 100
2392. |Ġ그녀는 [c4 a0 ea b7 b8 eb 85 80 eb 8a 94 ] | 16159  | 2 ms | 2 ms | num. checks: 82
2393. |정에 [ec a0 95 ec 97 90 ] | 16146  | 5 ms | 23 ms | num. checks: 200
2394. |Ġ냉 [c4 a0 eb 83 89 ] | 16128  | 3 ms | 15 ms | num. checks: 100
2395. |Ġ최근 [c4 a0 ec b5 9c ea b7 bc ] | 16126  | 6 ms | 7 ms | num. checks: 100
2396. |� [e6 88 ] | 16125  | 0 ms | 78 ms | num. checks: 0
2397. |성에 [ec 84 b1 ec 97 90 ] | 16124  | 0 ms | 17 ms | num. checks: 0
2398. |Ġ넣 [c4 a0 eb 84 a3 ] | 16122  | 0 ms | 2 ms | num. checks: 0
2399. |인으로 [ec 9d b8 ec 9c bc eb a1 9c ] | 16119  | 3 ms | 23 ms | num. checks: 100
2400. |계의 [ea b3 84 ec 9d 98 ] | 16107  | 2 ms | 25 ms | num. checks: 52
2401. |Ġ입단 [c4 a0 ec 9e 85 eb 8b a8 ] | 16104  | 0 ms | 1 ms | num. checks: 0
2402. |일에는 [ec 9d bc ec 97 90 eb 8a 94 ] | 16098  | 1 ms | 2 ms | num. checks: 73
2403. |Ġ앞두고 [c4 a0 ec 95 9e eb 91 90 ea b3 a0 ] | 16090  | 1 ms | 1 ms | num. checks: 100
2404. |종의 [ec a2 85 ec 9d 98 ] | 16086  | 0 ms | 5 ms | num. checks: 5
2405. |� [e7 9b ] | 16084  | 7 ms | 82 ms | num. checks: 100
2406. |적이 [ec a0 81 ec 9d b4 ] | 16080  | 0 ms | 38 ms | num. checks: 0
2407. |Ġ다섯 [c4 a0 eb 8b a4 ec 84 af ] | 16078  | 0 ms | 2 ms | num. checks: 0
2408. |주는 [ec a3 bc eb 8a 94 ] | 16069  | 7 ms | 26 ms | num. checks: 100
2409. |Ġ걸쳐 [c4 a0 ea b1 b8 ec b3 90 ] | 16063  | 4 ms | 5 ms | num. checks: 100
2410. |죽 [ec a3 bd ] | 15994  | 34 ms | 52 ms | num. checks: 700
